SEM,NQUEST,POIDSM,RESCOUR,RESDEP,RESSECT,RESCOMM,RESC,JDEP,MNP,MNP5,MNPMOB,MNPACT,TYPELOG,OCCUPLOG,LOY_HC,LOY_NSP,ALLOC,CHG,CHG_NSP,LOY_PARK,PARK,NBPI,SURF,TELFIX,INTERNET,ANEM,MNEM,CHOIXLOG1,CHOIXLOG2,CHOIXLOG3,ACOMM,NB_VELO,NB_VAE,PARKVELO,NB_VD,TYPEV1,ENERGV1,APMCV1,PUISSV1,ANKMV1,CPTKMV1,POSSV1,STATV1,TYPEV2,ENERGV2,APMCV2,PUISSV2,ANKMV2,CPTKMV2,POSSV2,STATV2,TYPEV3,ENERGV3,APMCV3,PUISSV3,ANKMV3,CPTKMV3,POSSV3,STATV3,TYPEV4,ENERGV4,APMCV4,PUISSV4,ANKMV4,CPTKMV4,POSSV4,STATV4,NB_2RM,NB_VEH,TYPERM1,MOTRM1,ENERM1,APMCRM1,CYLRM1,ANKMRM1,STATRM1,TYPERM2,MOTRM2,ENERM2,APMCRM2,CYLRM2,ANKMRM2,STATRM2,TYPERM3,MOTRM3,ENERM3,APMCRM3,CYLRM3,ANKMRM3,STATRM3,TYPERM4,MOTRM4,ENERM4,APMCRM4,CYLRM4,ANKMRM4,STATRM4,ANCOUT,ASSCOUT,REVENU
201104,93031891,425.82208712,2,93,9303,93055,556116B,1,1,1,1,1,4,2,400,,1,70,,,3,2,50,1,1,10,0,01,12,,75118,1,0,2,1,1,3,2003,4,8000,100000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6
201114,93031941,425.82208712,2,93,9303,93045,556165D,3,1,1,1,,4,3,550,,2,100,,,2,3,67,1,2,14,,,,,93048,0,,1,1,1,1,1999,7,9000,172000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
201052,93032031,418.04025074,2,93,9303,93061,556142B,3,3,3,3,2,5,3,750,,1,250,,60,,5,100,1,1,19,10,01,02,,75113,2,0,1,1,1,1,1991,6,1200,180000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9
201115,93032041,425.82208712,2,93,9303,93045,556158F,1,1,1,1,1,4,6,500,,3,50,,,3,1,25,1,1,3,,04,10,,93066,0,,1,1,1,3,2000,4,10000,175000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
201052,93032121,377.7970397,2,93,9303,93008,553844B,3,2,2,2,,5,3,400,,1,120,,,3,2,48,1,1,2,1,01,05,,93070,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201111,93032161,418.04025074,2,93,9303,93061,556142E,5,3,3,3,1,5,3,600,,2,120,,70,,3,68,1,1,14,6,,,,93061,0,,2,1,1,1,2008,7,8000,23000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201117,93032191,901.58133004,2,93,9303,93055,553713I,5,4,4,3,1,4,3,320,,2,,1,,3,3,110,1,1,11,,,,,93001,0,,1,1,1,1,2001,4,500,80000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
201108,93032221,377.7970397,2,93,9303,93045,556156H,1,2,2,2,1,4,6,750,,2,20,,,3,2,36,1,1,1,6,04,,,95197,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201118,93032301,377.7970397,2,93,9303,93061,556145A,2,2,2,2,2,6,3,300,,2,100,,,3,2,40,1,1,7,,01,02,,75105,1,0,1,1,1,3,2008,7,20000,99986,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6
201104,93032341,418.04025074,2,93,9303,93055,552968H,5,3,3,3,2,6,2,700,,2,150,,,3,3,72,1,1,5,,01,02,,93045,2,0,1,1,1,1,2010,5,12000,6000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8
201114,93032401,418.04025074,2,93,9303,93008,553871G,4,3,2,,1,4,6,670,,1,50,,,2,2,43,1,1,2,1,04,05,,27440,1,0,2,1,1,3,1999,7,18000,250000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
201103,93032421,901.58133004,2,93,9303,93055,553777C,5,4,4,4,,4,6,790,,2,50,,,3,3,45,1,1,6,0,,,,93055,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201108,93032431,377.7970397,2,93,9303,93061,556146D,1,2,2,2,,4,3,346,,1,200,,,3,3,63,1,1,4,0,16,,,93055,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201119,93032471,377.7970397,2,93,9303,93055,556122F,3,2,2,2,2,4,6,850,,2,50,,,2,2,52,1,1,10,7,,,,75111,1,0,1,1,1,2,2009,5,7000,15000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8
201107,93032501,425.82208712,2,93,9303,93055,556125E,1,1,1,1,1,6,1,,,,250,,,3,3,60,1,1,11,0,,,,93055,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201105,93032721,425.82208712,2,93,9303,93061,556146F,2,1,1,1,,4,1,,,,230,,,2,3,67,1,1,41,,,,,62469,0,,1,1,1,3,2000,6,5000,110000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
201113,93032791,479.13878329,2,93,9303,93008,553845E,3,7,6,4,1,5,3,500,,1,200,,,3,4,83,1,1,11,0,,,,93055,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201052,93032801,418.04025074,2,93,9303,93055,553777I,2,3,2,2,2,5,2,900,,,150,,50,,4,86,1,1,3,0,01,09,,93055,3,0,1,3,1,3,2001,7,12000,120000,1,6,1,3,1994,6,5000,200000,1,7,1,3,2008,4,13000,20000,3,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8
201103,93032841,901.58133004,2,93,9303,93055,556121A,1,4,4,4,1,5,6,384,,2,200,,,3,4,84,1,1,2,,02,,,93008,0,,2,1,1,3,2007,6,5000,104000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
201105,93033041,425.82208712,2,93,9303,93045,556164G,1,1,1,1,,4,3,680,,2,75,,,3,2,60,1,1,10,,,,,97000,0,,1,1,1,1,2002,7,19000,130000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
201113,93033061,418.04025074,2,93,9303,93045,556164E,5,3,2,2,,5,3,350,,2,90,,10,,2,45,1,1,3,6,05,,,93079,0,,2,1,1,3,2010,4,10000,7000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6
201107,93033071,901.58133004,2,93,9303,93008,553835G,4,4,4,4,2,4,3,335,,2,200,,,3,4,88,1,1,6,1,,,,93008,2,0,2,1,1,3,2002,8,20000,103000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5
201104,93033101,418.04025074,2,93,9303,93008,553763E,5,3,2,1,2,4,3,520,,2,170,,,3,2,27,1,1,2,3,01,03,,93071,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201103,93033121,418.04025074,2,93,9303,93055,556151E,1,3,3,3,2,4,3,312,,2,97,,,3,3,55,1,1,14,2,,,,93055,1,0,1,1,1,3,2008,7,10000,20000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7
201103,93033151,425.82208712,2,93,9303,93045,556164A,4,1,1,1,,5,3,287,,1,48,,,3,2,51,1,1,20,,,,,93045,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201108,93033371,425.82208712,2,93,9303,93061,556146I,3,1,1,1,,6,1,,,,110,,,3,2,44,1,1,1,4,03,08,,93063,0,,1,1,1,1,1992,4,500,93000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6
201105,93033381,377.7970397,2,93,9303,93045,556159B,1,2,2,2,2,4,6,1100,,2,180,,,3,3,70,1,1,1,,01,05,,35238,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201108,93033441,425.82208712,2,93,9303,93008,553842C,3,1,1,1,1,6,3,249,,2,46,,,3,2,54,1,1,11,,,,,75119,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201108,93033461,425.82208712,2,93,9303,93045,556161D,3,1,1,1,1,5,3,490,,2,130,,,3,2,40,1,1,1,6,03,04,,75120,0,,2,1,1,1,2000,7,4000,110000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,2,2005,2,5000,7,,,,,,,,,,,,,,,,,,,,,,1,2,5
201108,93033471,425.82208712,2,93,9303,93055,556119I,3,1,1,1,1,4,3,500,,2,70,,26,,3,70,1,1,4,1,01,02,,75119,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201105,93033481,479.13878329,2,93,9303,93061,556115H,1,5,5,4,1,4,6,1100,,2,150,,,3,3,52,1,1,0,9,16,,,99065,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
201113,93033511,901.58133004,2,93,9303,93045,556156B,4,4,3,3,2,4,3,520,,2,,1,,3,4,61,1,1,7,,,,,94079,2,0,1,1,1,3,2004,7,75000,220000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,11
201111,93033571,418.04025074,2,93,9303,93045,556158B,4,3,2,2,1,4,2,390,,2,100,,,3,2,36,1,1,6,3,,,,02810,2,0,1,1,1,1,1999,5,15000,160000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6
201103,93033581,425.82208712,2,93,9303,93061,556118A,1,1,1,1,1,4,3,330,,2,145,,,3,2,50,1,1,16,0,,,,75103,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201105,93033601,418.04025074,2,93,9303,93008,553847E,5,3,3,3,,4,6,700,,2,95,,,3,3,55,1,1,20,,,,,93008,0,,1,1,1,1,1999,5,3600,90000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5
201113,93033611,479.13878329,2,93,9303,93055,556115E,5,5,5,4,1,4,4,800,,2,50,,,3,4,52,1,1,,7,02,,,92036,0,,1,1,1,3,1994,7,4000,268000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
201102,93033761,377.7970397,2,93,9303,93055,556113H,3,2,2,2,1,5,3,289,,2,150,,,3,2,59,1,1,27,,,,,77284,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201119,93039041,377.7970397,2,93,9303,93008,553843A,5,2,2,1,1,5,2,900,,2,380,,,3,5,90,1,1,6,,,,,93010,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201119,93039061,377.7970397,2,93,9303,93008,553844A,3,2,2,1,,4,3,600,,2,,1,,2,3,65,1,1,24,,,,,93053,0,,1,1,1,1,1991,9,100,150000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5
201122,93039111,377.7970397,2,93,9303,93008,553737E,3,2,2,1,,4,3,312,,1,148,,,3,3,54,1,1,2,4,16,,,93008,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201122,93039121,425.82208712,2,93,9303,93061,556146I,1,1,1,1,1,5,3,450,,,200,,,2,3,70,1,1,30,0,,,,75114,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201122,93039141,425.82208712,2,93,9303,93008,553842C,1,1,1,1,,5,3,490,,2,70,,,3,4,110,1,1,20,,,,,93008,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201122,93039151,479.13878329,2,93,9303,93055,552963E,5,8,5,5,2,5,6,600,,2,200,,35,,4,80,1,1,6,0,,,,93031,2,0,2,1,1,3,1985,8,500,190000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201120,93039161,425.82208712,2,93,9303,93008,553827I,2,1,1,1,1,5,3,412,,2,150,,,3,2,60,1,1,6,,,,,93048,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201122,93039171,425.82208712,2,93,9303,93061,556157A,4,1,1,1,1,5,2,1400,,2,200,,,2,2,55,1,1,,5,01,05,,75120,1,0,1,1,1,3,2007,5,12000,70000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
201125,93039191,377.7970397,2,93,9303,93061,556146I,3,2,2,2,,4,6,980,,2,170,,,2,5,90,1,1,32,,,,,93048,0,,1,1,1,1,2009,5,10000,20000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8
201122,93039221,425.82208712,2,93,9303,93061,556157A,3,1,1,1,,6,1,,,,300,,,2,4,85,1,1,30,8,01,02,,75119,0,,2,1,1,2,2011,5,10000,300,1,9,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5
201125,93039231,425.82208712,2,93,9303,93055,556125E,5,1,1,1,1,5,3,1050,,2,110,,30,,2,45,1,1,28,0,,,,93066,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201047,93040041,579.37390723,2,93,9304,93006,556197D,5,2,2,2,,6,3,120,,2,223,,,3,2,44,1,1,2,,01,,,93048,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
200952,93040071,430.30150883,2,93,9304,93048,556611H,3,1,1,1,,5,6,257,,2,109,,23,,1,30,1,2,4,6,06,,,78383,0,,2,1,1,1,2008,7,10000,6000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
201043,93040101,430.30150883,2,93,9304,93063,556244G,1,1,1,1,,4,1,,,,163,,,3,2,46,1,2,33,,,,,93048,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201107,93040121,579.37390723,2,93,9304,93048,556283D,3,2,2,2,,4,1,,,,80,,,3,4,65,1,1,11,,,,,93048,1,0,1,1,1,1,2007,6,5000,20000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201117,93040131,403.22709075,2,93,9304,93048,556283F,2,5,5,5,2,4,6,400,,1,250,,,3,4,90,1,1,9,,,,,93048,4,0,1,2,1,3,2001,9,10000,180000,1,3,1,3,1998,7,16000,250000,1,3,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11
201118,93040141,579.37390723,2,93,9304,93063,556162A,2,2,2,2,,6,3,410,,1,140,,,3,3,75,1,1,4,6,02,,,93063,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201050,93040151,430.30150883,2,93,9304,93048,556522A,3,1,1,1,1,4,1,,,,70,,,3,5,130,1,1,5,,02,10,,75111,1,0,1,1,1,1,1999,5,15000,185000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7
200950,93040161,403.22709075,2,93,9304,93048,556619A,1,5,4,4,,6,3,320,,1,140,,,3,4,97,1,1,11,,,,,93048,0,,1,1,1,3,1999,5,1800,250000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
201043,93040191,1008.0523589,2,93,9304,93048,556292B,2,1,1,1,,2,2,640,,2,,1,,3,3,85,1,1,4,6,14,,,75119,0,,1,1,1,3,2010,6,15000,1400,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6
201047,93040241,1474.088261,2,93,9304,93048,556467H,2,3,3,2,1,2,2,200,,2,150,,,3,5,120,1,1,14,0,,,,75112,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201004,93040281,629.23557221,2,93,9304,93006,556428C,2,3,3,3,2,6,3,530,,2,155,,25,,4,70,1,1,10,,,,,93048,0,,1,1,1,1,1999,5,10000,160000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4
201102,93040321,430.30150883,2,93,9304,93048,556522D,4,1,1,1,1,4,1,,,,180,,,3,3,53,1,1,12,,,,,93048,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201045,93040331,430.30150883,2,93,9304,93048,556458F,4,1,1,1,,5,3,500,,,90,1,,3,3,86,1,1,9,,,,,93048,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201104,93040361,430.30150883,2,93,9304,93048,556541G,5,1,1,1,1,6,3,350,,2,200,,,3,2,50,1,1,5,,01,10,,93027,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
201104,93040371,430.30150883,2,93,9304,93048,556573B,4,1,1,1,1,6,3,225,,2,100,,,3,1,26,1,1,6,,,,,93048,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200950,93040391,1008.0523589,2,93,9304,93048,556276H,1,1,1,1,,1,6,850,,2,200,,,3,3,65,2,2,,1,16,,,92024,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201102,93040421,403.22709075,2,93,9304,93063,556166F,2,5,5,4,3,5,3,530,,2,95,,,1,4,75,1,1,6,,,,,93063,0,,1,1,1,3,2000,7,15000,204000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6
201051,93040481,430.30150883,2,93,9304,93048,556464C,4,1,1,,,5,1,,,,100,,,3,2,40,1,2,20,,,,,93048,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201050,93040511,579.37390723,2,93,9304,93063,556273C,1,2,2,2,,6,3,431,,2,117,,,3,3,60,1,1,10,11,,,,75119,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
201104,93040521,579.37390723,2,93,9304,93048,556466H,3,2,2,2,2,4,3,408,,2,100,,37,,3,68,1,1,10,,,,,93048,1,0,1,1,1,1,2001,5,16000,106000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6
201118,93040531,430.30150883,2,93,9304,93048,556433I,1,1,1,1,,4,1,,,,200,,,3,3,59,1,1,29,,,,,75115,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201052,93040541,430.30150883,2,93,9304,93063,556166I,2,1,1,1,,4,1,,,,150,,100,,3,72,1,2,30,,,,,93048,0,,1,1,1,6,2004,5,24000,129000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6
201105,93040551,430.30150883,2,93,9304,93048,556539H,1,1,1,1,1,4,3,415,,2,150,,,2,2,49,1,1,20,,01,,,93048,0,,1,1,1,1,1991,4,3000,200000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
201051,93040561,430.30150883,2,93,9304,93048,556482I,1,1,1,1,1,5,3,380,,2,220,,45,,2,55,1,1,17,,04,09,,93001,0,,2,1,1,1,2006,4,3000,80000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3
201047,93040581,579.37390723,2,93,9304,93048,556439C,5,2,2,2,2,4,6,670,,2,30,,,3,2,35,1,1,2,2,16,,,93048,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,2,2006,1,6000,5,,,,,,,,,,,,,,,,,,,,,,1,2,6
201104,93040601,430.30150883,2,93,9304,93048,556279G,5,1,1,1,1,4,1,,,,110,,,3,2,43,1,1,6,,,,,94080,1,0,1,1,1,1,2000,4,2000,30000,1,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6
201050,93040611,430.30150883,2,93,9304,93048,556282F,1,1,1,1,,4,6,277,,2,205,,,2,2,44,1,2,13,,,,,93048,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201045,93040671,629.23557221,2,93,9304,93048,556549G,5,3,2,2,,4,6,460,,2,212,,,3,2,36,1,1,15,,,,,77325,0,,2,1,1,1,1990,7,5000,140000,1,2,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
200952,93040731,579.37390723,2,93,9304,93048,556276F,5,2,2,2,1,4,1,,,,180,,,2,3,58,2,2,1,0,03,09,,93006,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2009,2,300,6,,,,,,,,,,,,,,,,,,,,,,1,1,4
201105,93040771,579.37390723,2,93,9304,93006,556428G,1,2,2,2,2,4,1,,,,400,,,3,3,63,1,1,1,,05,,,75110,1,0,1,1,1,3,2003,5,5000,70000,1,5,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6
201006,93040791,944.62606253,2,93,9304,93063,556274H,2,5,5,5,2,2,1,,,,0,,,3,5,100,1,1,11,0,,,,75112,5,0,1,2,1,3,1993,6,5000,140000,1,3,1,2,1999,9,20000,195500,1,6,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
200950,93040821,629.23557221,2,93,9304,93006,556159I,2,3,3,2,1,4,6,400,,1,50,,,3,2,27,1,1,3,,01,05,,75118,1,0,2,1,1,3,2007,9,20000,58000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1
200951,93040831,430.30150883,2,93,9304,93006,556188D,1,1,1,1,1,4,5,500,,2,0,,47,,3,50,2,2,12,,,,,93050,4,0,1,1,1,3,2005,5,12000,73000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4
201047,93040841,629.23557221,2,93,9304,93048,556541A,2,3,2,2,2,5,6,670,,2,100,,,3,2,39,1,1,2,9,01,,,75120,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
201045,93040871,349.07825457,2,93,9304,93048,556539I,1,4,4,4,,4,6,650,,,100,,,3,2,36,1,1,,6,07,,,93010,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
201010,93040881,403.22709075,2,93,9304,93048,556459A,3,5,5,5,1,4,3,604,,1,100,,,3,3,57,1,2,5,,02,,,93048,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
201050,93040901,1008.0523589,2,93,9304,93006,556197A,1,1,1,1,,2,3,260,,2,120,,,3,2,40,1,2,45,,,,,93064,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
201113,93040911,629.23557221,2,93,9304,93048,556553E,3,3,2,2,2,4,3,350,,2,150,,60,,2,51,1,1,3,,01,03,,93048,0,,2,1,1,3,2009,5,100000,43000,1,7,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7
201103,93040921,430.30150883,2,93,9304,93006,556429A,4,1,1,1,1,6,3,550,,2,100,,,3,4,101,1,1,2,6,01,02,,93006,0,,1,1,1,3,1983,5,7200,170000,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
